key_mlbam,name_first,name_last
NA,Jakob,Frederick
NA,Kyle,Shaffer
NA,Isaiah,Ausby
NA,Walker,Jenkins
452768,Jeff,Corsaletti
805806,Chance,Mako
458589,David,Herndon
657805,Walker,Whitworth
NA,Trevor,Niedzwiecki
493140,Shuichi,Murata
NA,Justin,Finan
NA,William,Buzhardt
693929,Brandon,Smith
NA,Jacob,Morgan
NA,Tyler,Ross
700099,Mason,Holt
808002,Baldemix,Cabrera
683060,Harold,Restituyo
NA,Joshua,King
462562,Dan,Kolb
NA,Dong Chan,Cho
499671,Raymi,Dicent
823977,Aiden,Evans
NA,Devon,Nowells
NA,Eric,Schenck-Joblinske
461401,Mike,Davies
668765,Jeramiah,McCray
684374,Alex,Madera
461900,Josh,Coffey
503032,Drew,Taylor
684047,Yonathan,Gomez
825135,Ben,Leikam
592575,Casey,Mulholland
NA,Andrew,Salta
663891,Nelson,Maldonado
592294,Jaime,Esquivel
813916,Kellon,Lindsey
801996,Tommy,Meyer
661331,Fauri,Cetin
NA,Jack,Czeszewski
NA,RJ,Shunck
NA,Zach,West
660749,Wladimir,Pinto
656446,Tanner,Gardner
NA,Kota,Futaki
488870,Pete,Farina
NA,Jordan,Cummings
805351,Ben,Ludwig
806630,Will,Prater
425662,Matt,Roney
476749,Brandt,Walker
499501,Josh,Ashton
678321,Luis,Andujar
502439,KD,Kang
677318,Mason,Wells
681617,Kevin,Garcia
NA,Orlando,Leon
664485,Pablo,Fernández
488768,Andrew,Cashner
599711,Wade,Dutton
691640,Amilcar,Vasquez
NA,Mike,Talavera
NA,Danny,Mujica
NA,Will,Kruse
NA,Javon,Rigsby
501780,Weesley,Hernandez
664584,Jhon,Romero
810907,Brendan,Wright
681361,Kam'ron,Mays-Hunt
546415,Diomedes,Garcia
572003,Ryan,Ortiz
800878,Dom,Souto
NA,Randy,Steen
526768,Keisaku,Itokazu
672559,Ricardo,Silva
649617,Carlos,Luis
518793,Kevin,Hickey
822845,Tate,Bethel
470989,Wayne,Lundgren
689230,Vance,Anderson
506099,Ayumu,Yamamoto
678996,Nate,Shaver
NA,Ju Suk,Ha
454991,Nick,Bourgeois
NA,Malcolm,Smith
812445,Alex,Roessner
NA,Danny,Heintz
642237,Andrew,Zapata
NA,Ricky,Reyes
NA,Dylan,Lang
673802,Tim,Gleinser
NA,Shota,Ohmine
681417,Chase,Webster
809776,Dauwin,Gonzalez
NA,Jason,Carlson
824768,Emdys,Rosillo
801828,Grant,Voytovich
593646,Felipe,Betemit
621158,Holden,Helmink
655462,Emmanuel,Perez
486180,Julio,Federico
621271,Brandon,Peterson
801058,Shaun,Montoya
675528,Victor,Nova
NA,Nolan,Brimbury
NA,Josh,Niles
689573,Peyton,Faulkner
685307,Cal,Krueger
607775,Nate,Williams
NA,Hayley,Busby
NA,Brayton,Reed
690331,Payton,Rice
NA,Atsuki,Tomosugi
NA,Ki Pyo,Kim
608330,Chris,Elder
806200,James,Raidt
676150,Connor,Strain
488875,Mike,Finocchi
826157,Luke,Teschke
457059,Justin,Standridge
608600,Francis,Lopez
NA,Anthony,Sanabria
NA,Jose,Sarmiento
456811,Renardo,Pitts
NA,Bryant,Pietri
NA,Masaki,Minami
808932,Chenchen,Luan
584291,Rodolfo,Aguilar
665135,Shea,Murray
463706,Josue,Selenis
502650,Brandon,Wilkerson
NA,Joey,Rodriguez
NA,Ian,Haley
NA,Osman,Lopez
NA,Ryoto,Matsumoto
NA,Joseph,Voli
450857,Juan,Gutierrez
NA,Jordan,Shaffer
NA,Jacob,Terwilliger
802225,Jesse,Robinson
608719,Alex,Swim
489040,Albert,Laboy
NA,Colton,Steber
805451,Enyer,Burgos
518619,Joe,DiGeronimo
454572,Matt,Brinson
694878,Caden,Wilson
458247,Kyle,Pearson
NA,Jake,McDowell
678788,Marco,Valenzuela
822308,Luke,Spillane
660842,Juan,Uriarte
592677,C. J.,Riefenhauser
605093,Yoshio,Torres
NA,Sam,Chrisman
NA,Preston,Betz
NA,John,Ducey
801300,Jack,Doyle
NA,Ryota,Ishioka
NA,Nate,Peterson
NA,Matt,Johnston
NA,Yukiya,Saito
NA,Paul,Slota
801218,Oswald,Mori
544761,Stephen,Boyd
823145,Kaden,Wickersham
NA,Frankie,Sagarese
673255,Luis,Vásquez
801619,Jake,Faherty
NA,Madison,Neighbors
701870,Clyde,Enos
642311,Daniel,Gonzalez
808988,Aaron,de Groot
NA,Jim,Leijenaar
NA,Kelvin,Pena
NA,Pedro,Orta
NA,Danny,Borgstrom
NA,Hermes,González
572041,AJ,Pollock
NA,Cal,Christofori
655315,Henrry,Pedra
NA,Matt,Binder
692357,Lisander,De La Cruz
700479,Mauricio,Rodriguez
593953,Jose,Ramirez
667470,Ryan,Chandler
544380,Andrey,Lobanov
594819,Kenny,Fleming
NA,Clark,Burroughs
803134,Josh,Davis
NA,Seung Gu,Kang
827334,Noah,Rabin
NA,Carlos,Valdes
NA,Brad,Hamilton
595472,Cody,Young
571308,Gerson,Cuevas
NA,Ick,Cirino
809977,Jackson,Kline
516418,Orangel,Arenas
NA,Brian,Page
802124,Landon,Weins
NA,Andrew,Barrera
468156,Jorge,Guerrero
656970,Devin,Smeltzer
NA,Steve,Santigate
807714,Carter,Trice
699891,Colin,Purcell
NA,Zhang,Tao
NA,Zach,Altieri
518808,Connor,Hoehn
677825,Sean,Adler
NA,Giuseppe,Spinelli
809539,Peyton,Parker
NA,Austin,Lafferty
700848,Reese,Dutton
489448,Mike,Zagurski
702360,Jordan,Ewig
811125,MJ,Rookard
690830,John,Sheaks
803083,Andrew,Tillery
640468,Alexdray,Laya
NA,Kazuya,Murata
502612,Anthony,Casario
673989,Jimmy,Winston
NA,Zach,Rust
570270,Miguel,Del Castillo
679792,Maiker,Galea
NA,Stephen,Schissler
826138,Tyson,Bass
NA,Anthony,Michaelis
NA,Jarret,Krzyzanowski
NA,Joe,Grassett
689052,Jordan,Williams
615868,Gerardo,Concepción
679933,Igor,Januario
NA,Kazuki,Nakamura
NA,Krisjon,Segleski
822463,Nolan,Sparks
668944,Mikey,York
692063,Isaul,Paez
NA,Carter,Starnes
NA,Stefano,Naldoni
NA,Gaby,Juarbe
622184,Christian,Rivera
NA,Matt,Waznis
NA,Mitchell,Earle
446660,Daniel,Schwab
NA,Jody,Robertson
701040,Ryder,Giles
470513,Nelson,Portillo
571070,Alberto,Reyes
675841,Wilser,Barrios
802105,Yeriel,Santos
677992,Julio,Hernandez
607001,A. J.,Holland
NA,Masaki,Tanigawa
NA,Brendan,Kelly
NA,Jakob,Newton
701805,Josh,Caron
NA,Hui,Han
687299,Miguel,Ortiz
677620,Adanson,Cruz
656079,Miguel,Vargas
802948,Miguel,Alba
NA,Richie,Ricciardi
679525,Alec,Marsh
NA,Nate,Langhals
453888,Ryan,Johnson
NA,Caleb,Stull
621149,Jeremy,Kivel
NA,Mike,Pereslucha
NA,Kyle,Davis
684411,Zach,Boyett
661417,Alejandro,Paulino
688433,Jared,Biddy
519073,Steven,Neff
NA,Mason,Stroh
454659,Terrance,Sparks
NA,Mike,Dolloff
NA,Kyle,Reese
622239,Michael,Boyden
456530,Nicholas,Casanova
824663,Samuel,Fischer
545053,Tommy,Mendonca
701749,Dylan,Kerbow
467478,Israel,Lomeli
NA,Brandon,Schulze
543720,Colin,Rooney
NA,Mason,Garispe
683525,Roldany,Reinoso
809271,Abraham,DeLeon
NA,Thomas,Carter
NA,Patrick,Robinson
NA,Jacob,Lamb
814280,Landon,Tomkins
681294,Max,Alba
801470,Jack,Sterner
688664,Ryan,Brown
NA,Zachary,Weinschel
NA,Carson,Renz
656102,Francisco,Taveras
694200,Ariel,Almonte
693698,Gabriel,Flores
NA,Trevin,Stephens
NA,Tyler,Farmer
823131,Brady,Blake
680415,Zach,Daniels
NA,Shaine,Hughes
502032,Bud,Norris
468461,Argenis,Tavarez
NA,Zach,Blankenship
592382,Matt,Hauser
800523,Abel,De Leon
805034,Curtus,Moak
808574,Ervis,Solis
681282,Nick,Horvath
523259,Mikinori,Kato
672931,Ruben,Nunez
NA,Will,Cox
NA,Drew,Bristow
NA,Hunter,Williams
NA,Jacob,Pino
NA,Chi Che,Tsai
681584,David,Villar
545666,Jon,Kalb
702052,Hunter,Hollan
446774,Jim,Gregory
434525,Brad,Nelson
823333,Trevor,Moore
702756,John,Medich
688652,Kinson,Michel
702355,Jake,Pilarski
621425,Timmy,Robinson
NA,Ryan,Palmblad
691492,Aldrin,Lucas
680284,Aram,Shahrigian
543161,Jeff,Flagg
NA,Jacob,Garcia
620984,Sergio,Velis
NA,Jaden,Bitter
NA,Tyler,Cannoe
651006,Luis,Rengel
NA,Rob,Pearson
NA,Bob,Glover
NA,Chase,Senecal
NA,Sam,Cawker
506689,Hector,Aguilera
NA,Dom,Davis
518845,Benji,Johnson
NA,Matthew,Williams
434584,Ben,Johnson
460322,Antoan,Richardson
643340,Nick,Green
NA,Chris,Barber
NA,Blake,DeCarr
815904,Leonardo,Pineda
597633,Aderlin,Gonzalez
NA,Harry,Williams
694399,Elijah,Nunez
804967,Rancel,Duarte
699659,Will,Hoch
693276,David,Hutchison
NA,Frank,Tierney
NA,Brayden,Martin
445094,Jason,Andrew
452273,Tom,Joyce
687365,Yianni,Skeriotis
800131,Jesus,Correa
547381,Ryota,Sato
NA,Kyoichiro,Murakami
NA,Nick,Coffman
NA,Spencer,Johnson
644429,Anderson,Severino
543364,Jose,Jimenez
NA,Rhett,Jacoby
NA,Dan,Marcacci
NA,Matt,Simmons
820881,Yael,Zapata
593341,Carlos,Diaz
695946,Junior,Flores
NA,Hudson,Widrig
812410,Cortland,Clarke
680614,Luis,Feliz
808102,Carlos,Mateo
NA,Caden,Penn
NA,Carson,Weber
810941,Lucas,Carmichael
NA,Jay,Watson
689084,Jackson,Greer
591759,Rafael,Fernandez
444569,Javier,Hernandez
425489,José,Castillo
NA,Austin,Klein
NA,Chase,Scharnek
554390,Yancarlos,Javier
NA,Michael,Klein
699404,Mason,Foster
678926,Carlos,De La Cruz
802473,Brad,Lombardi
643420,Carlos,Lopez
823500,Josh,Rojas
NA,Joe,Ihli
608752,Adam,Osteen
650391,Eloy,Jiménez
NA,Kwang Sam,Kim
NA,Jonathan,Rodrigues
690767,Tyler,Richardson
690519,Rudy,Aguilar
824477,Joe,Gomez
656612,Kody,Kerski
NA,Tyler,Payne
804700,Abel,Medina
NA,Nick,Beavin
NA,Austin,Whitlock
664165,Cameron,Mingo
NA,Gang-Yoo,Park
672730,Juan,Then
NA,David,Lemasters
NA,James,Keating
622160,Juan,Moreno
689352,Nick,Cheema
NA,Paddy,McGonigal
450583,Zach,Simons
456806,Rob,Lacheur
806114,Adam,Hachman
809256,Bradlee,Preap
NA,Ryan,Lane
488676,Jeff,Baisley
NA,Hayden,Tarsia
500888,Miguel,Munoz
NA,Sebastian,Samuels
NA,Jack,Paulson
678833,Andy,Reyes
NA,Amraa,Florus
686614,Brian,Dolan
NA,Yusuke,Nishimiya
684909,Fausto,Pediet
690777,Kyle,Bergeron
457852,Brent,Speigner
641618,Pat,Goetze
NA,Matt,Lauria
NA,Heath,Loyd
693021,Lars,Liguori
684220,Smith,Vargas
NA,Drake,Berman
NA,Nathan,Sharp
NA,Thomas,Coleman
NA,Jake,Little
NA,Donald,Glover
NA,Mike,Inselmann
606214,Wimbert,Martinez
NA,Fabio,Miceu
680928,Christhian,Espinal
680816,Joey,Scaffidi
NA,Luis,Castro
681488,Logan,Cerny
545577,Jerod,Edmondson
687979,Carson,Lowder
NA,Kohei,Tsukada
NA,Yu Siang,Yang
656034,Arturo,Mujica
NA,Wei Chieh,Kao
650836,Enmanuel,Arias
571699,Brett,Gerritse
676058,Michael,Attalah
NA,Joe,Boyle
685504,Mizuki,Hori
NA,Kyle,Smith
666898,Cesar,Serna
503737,Michael,Trapani
449063,Moises,Feliz
690121,Zack,Durant
449138,Shaun,Boyd
NA,Noah,Cummings
686432,Orlando,Fulgencio
NA,Thomas,Harper
821314,Ethan,Gonzalez
821349,Jesus,Tovar
673540,Kodai,Senga
NA,Isaiah,Blackwell
809101,Tommy,Hopfe
680843,Guarner,Dipre
462883,Gorky,Batista
627385,Alan,Fanhoni
NA,Héctor,Hernández
NA,Joe,Sheets
669106,Chris,Baker
622780,Ángel,Perdomo
592271,Thomas,Dorminy
NA,Bryan,Callaly
801611,Trevor,Beer
NA,Z-Michael,Westley
NA,Cheng Hsin,Peng
519001,Jeffery,McCollum
692608,Luis,Echenique
594555,Garin,Cecchini
608693,Chris,Munnelly
815013,Nick,Herold
NA,Mike,Harrell
823899,Jesus,Palacio
NA,Robin,Vizee
642696,Carlos,Diaz
701642,Cade,Bush
489218,Steven,Pujol
572727,Joey,Bourgeois
683499,Lisander,Brito
NA,Dylan,Grego
668128,Alex,Sardina
673804,Zach,Wilson
518931,Joseph,Leftridge
671045,Ivan,Houellemont
NA,Liam,Carter
679890,Bart,West
457037,Brandon,Bailey
677057,Kai,Nelson
678109,Graham,Brunner
543843,Cecil,Tanner
518448,Kyle,Benoit
NA,Jay,Shaw
687588,Micah,Pries
NA,Matt,Bischof
NA,Jacopo,Ferri
643462,Will,Morris
465680,Juan,Guzman
643432,Will,Mathis
488683,Scott,Barnes
673310,Jorge,Guerra
NA,Cam,Karczewski
641684,Michael,Hermosillo
543586,Jonathan,Nagel
593631,Pedro,Rondon
NA,Joe,Fortin
NA,Eric,Fasnacht
607501,Stephen,Collum
NA,Jason,Carr
488959,John,Herrera
681415,Jack,Sellinger
686117,Dan,Blewett
812133,Chase,Herrell
672907,Joseph,Reyes
673335,James,Snelgrove
NA,Jackson,Alcayaga
694482,Shane,Kelly
809469,Walker,Bordovsky
542747,Joaquin,Martinez
455402,Waldy,Sierra
458131,Jarle,Brooks
695663,Elijah,Lambros
520288,Victor,Estevez
694469,Bryce,Eblin
NA,Ryan,Windham
464147,Jesus,Morel
680484,Caleb,Hester
650710,Jose,Baez
572914,Brian,Heere
594822,Ben,Freeman
684926,Anthony,Pagano
NA,Eric,Evans
NA,Trevor,Booton
578652,Richard,Delgado
543733,Phil,Rummel
804658,Jaedeyn,Edwards
593336,Cristian,Holguin
800293,Helder,Rosario
NA,Tatsuya,Oishi
NA,Kai,Hudson
444023,J. K.,Taylor
663788,Luke,Wakamatsu
805258,Maxx,Yehl
455746,Jarod,Matthews
NA,Jake,Harrison
688807,Brock,Bell
669004,MJ,Melendez
469137,Gabe,Ortiz
665390,Shaq,Matta
676607,Hunter,Schryver
657006,Justin,Steele
687875,Tim,Miller
NA,Tyler,Flores
461359,Josvic,Medina
488984,Tommy,Hunter
802410,Jacob,Zibin
687774,Max,Habegger
608039,J. R.,Krogstad
467662,Gustavo,Mata
502783,Troy,Graybill
449779,Taylor,Slimak
690199,Braedon,Barrett
801967,Tony,Neubeck
804539,Darren,Bowen
NA,Brendan,Jenkins
592433,Tyrell,Jenkins
NA,Jen Wei,Chang
NA,Jason,Curry
685437,Tyler,Rice
519234,Kevin,Rucker
463710,Reinaldo,Pestana
664230,Matt,LeVert
NA,Addison,Klepsch
597912,Vladimir,Martinez
502261,Cole,Gillespie
NA,Kyle,Garvin
476058,Erik,Lis
457802,Byron,Wiley
502414,Aaron,Cook
500905,Zuriel,Stephenson
NA,Bo,Burrup
823693,Kade,Kryzsko
667722,J. B.,Olson
623900,Matt,Foat
608663,Anthony,Gomez
NA,Mason,Washington
NA,Corey,Giguere
690635,Nate,Sterijevski
NA,Seth,Marchant
622799,Stanley,Solano
NA,Justin,Allen
642662,Melvin,Morla
606180,Pedro,Coa
454541,J. R.,Pickens
683910,Yong-Wook,Lee
680748,Devlin,Granberg
594860,Ryan,Hornback
668532,Humberto,Maldonado
489735,Todd,Doolittle
NA,Dunieski,Barroso
NA,Tom,Rombauts
807964,David,Isea
NA,Mike,Anderson
NA,Wade,Treloggen
694684,Ben,Nisle
594988,Scott,Schebler
NA,Leovanni,Brooks
522888,Ricciard,Rodriguez
544749,Josh,Ruhlman
687119,Davis,Rokose
NA,Bayley,Chesterton
NA,Joe,Maugeri
NA,Rob,McCunney
NA,Yong Kyu,Choi
456566,Casey,Shumaker
444866,Osvaldo,Vicioso
NA,Jelle,van der Lelie
690260,JoJo,Allen
502297,Ryan,Basham
NA,Cade,Mitchell
NA,Zach,Soulier
811665,Seth,Dudley
NA,Matt,Dickey
806472,Ryan,Harrahill
822038,Ryan,Lambert
670450,Mick,Fennell
NA,Gaylen,Rutledge
NA,Garrett,Warden
678790,Christian,Zamora
655996,Cristian,Santana
548171,Nick,Stanley
NA,Riccardo,Suardi
NA,Cam,Cossette
683751,Yordanny,Sosa
701952,Derek,Salata
811330,Bobby,Jones
NA,Travis,Smith
517905,Justin,Prinstein
607446,Andrew,Amaro
665759,Ramón,Rosso
688308,Brennan,Reback
453572,Nicholas,Burns
NA,Alex,Laureano
656904,Jared,Robinson
NA,Jorge,Torres
809290,Mike,Goudeau
666793,Jorge,Martinez
NA,Dayron,Calero
453591,Tony,Irvin
687843,Matt,Willadsen
665487,Fernando,Tatís
NA,Rico,Soto
NA,Zach,Lechnir
605453,Max,Rossiter
450816,Barry,Roe
667679,Jacob,Billingsley
448167,Brandon,Mann
NA,Yanier,Valdés
571994,T. J.,Oakes
685941,Mike,Santoro
NA,Dainel,Jiménez
NA,Giacomo,Boscarol
NA,Josh,Cales
622498,Anthony,Gomez
NA,Kyle,Weller
NA,Francis,Désilets
678487,Andrés,Meléndez
669203,Corbin,Burnes
NA,George,Carroll
528413,Joe,Bolstad
NA,Takeshi,Komatsu
450552,Bryan,Hansen
NA,Yusnel,García
665579,Garrett,Hope
452060,Jeff,Palumbo
664831,Stephen,Moore
673312,Gaudy,Ramirez
644397,Jose,Lopez
453435,Matt,Coenen
NA,Milton,Perez
NA,Eric,Blackwell
NA,Jackson,Alford
685274,Braiden,Ward
688808,David,Martin
676994,Drew,Fischer
NA,Toshi,Sasa
680235,Nick,Snyder
499595,Stephen,Carter
463455,Denys,Lantigua
809119,Jeremy,Cologna
NA,Takahiro,Shiomi
665353,Kendry,Herrera
622503,Nabil,Crismatt
663386,Travis,Herrin
452659,John,Denny
668592,Euclides,Chavez
606484,Yeison,Del Rosario
499559,Nick,Bohnenstiehl
686579,Wes,Burton
605308,Chris,Keck
489389,Brian,Valichka
644404,Danny,Masiello
689992,Garret,Price
686491,Ryan,Keenan
669917,Cade,Cabbiness
681602,Enrique,Yeguez
NA,Cris,Herkemij
NA,Luke,Jacobson
625689,Miguel,Concepcion
NA,Diego,Quinones
446614,Keaton,Hougen
NA,Rob,Parfett
808414,Logan,Drummond
454636,Mike,Lomba
701727,Bryce,Martin-Grudzielanek
501469,Manauris,Baez
544753,Ben,Woodbury
649379,Elias,Arias
NA,Toshiyasu,Kimura
681324,Chazz,Martinez
664227,Taylor,Cobb
NA,Wade,McNabb
642843,Ryan,Kinsella
NA,Ryan,Shull
807539,Cole,Bullen
NA,Min-suk,Park
650670,Ermel,Pena
694277,Jeremy,Spezia
NA,Nate,Baranski
488721,Peter,Bourjos
663692,Jalen,Miller
502598,Lance,West
692750,Omar,Sainz
693679,Art,Schoenstadt
453746,William,Austin
607277,Mike,Mason
NA,Adam,Cootway
453271,Dallas,Buck
804888,Ben,Beauchamp
687259,Luke,Bell
NA,Luis,Loyola
809665,Easton,Culp
452627,Wilton,Reynolds
NA,Alberto,Garbi
800707,Zackary,Turner
NA,James,Ferguson
NA,Bobby,Finn
519357,Jess,Todd
499755,Jimmy,Gonzalez
572932,Kyle,Hoppy
NA,Ryne,Lina
805250,Mason,Kelley
NA,Ricky,Murray
435520,Jesús,Flores
NA,Eric,Havner
674056,Ben,Keizer
NA,Thomas,Coffey
NA,Mike,Addante
449802,Jim,Wallace
684491,Frank,Rodriguez
700713,Jesus,Tovar
NA,Yuta,Nakamigawa
823291,Mike,Becchetti
NA,Jack,McMullen
NA,Stijn,Goedee
NA,Anthony,Thomas
688204,Trey,Valka
584279,Rafael,Servin
457781,Kyle,Cofield
644405,Carlos,Mejia
666978,José Angel,García
518949,Nick,Longmire
542413,Felipe,Gonzalez
NA,Nick,Alderfer
NA,Ryan,Carr
606303,Joel,Payamps
445533,Shannon,Telles
800017,Jose,Montero
814474,Luke,Vaughn
NA,Conor,Kerins
701926,Dan,Merkel
528897,Allen,Clay
NA,Caleb,Ward
NA,Ethan,Leslie
499567,Jason,Boyd
NA,Seo Jun,Kim
NA,Hayden,Carlson
688018,Zac,Cox
809751,Colby,Downard
692406,Felix,Taveras
NA,Slate,Miller
NA,Nate,Hendley
681041,Marcelo,Perez
493534,Mike,McKenna
820968,Alfredo,Benzan
NA,Drake,Zarate
667356,Bryan,Mata
457909,Mitch,Einertson
NA,Jason,Sullivan
808994,Kuan Wei,Chen
622243,Gabriel,Asakura
650336,Luis,Martinez
809203,Miguel,Baez
624006,Daniel,Thieben
502731,Dan,Duffy
NA,Hunter,Wells
NA,Mark,Perez
571676,Seth,Frankoff
678250,Bryan,Mateo
800457,Moises,Palma
NA,Mike,Lapczynski
NA,Thomas,Grilli
NA,Nathan,Roth
524369,Gedron,Fabian
NA,Adrian,Rapier
NA,Daniel,Orozco
808005,Walvin,Mena
488728,Kyle,Bredenkamp
NA,Jack,Weaver
607042,Matt,Neil
670039,Tyler,Buffett
703178,Braylin,Tavera
523277,Shingo,Tatsumi
663568,Stephen,Kolek
823718,Esteban,Luna
813644,Matt,Ilgenfritz
464151,Aneury,Abreu
687715,Andy,Samuelson
677710,Jose,Carrera
641519,Brandon,Diaz
689540,Will,Vogelgesang
476225,Cory,Riordan
636030,Abel,Amaya
571948,Hoby,Milner
459442,Aaron,Lovett
NA,David,Ehmen
809065,Oliver,Brown
663642,Josh,Smith
488833,James,Deters
501374,Ariel,Alcantara
542654,Yefry,Castillo
NA,Paolo,Bocchi
553850,Mario,Zapari
500767,Ricardo,Garcia
694553,Tyson,Guerrero
459340,Vance,Hall
NA,Kyle,McHugh
NA,Zach,Harbison
474249,Ryan,Jackson
621589,Carlos,Vaamonde
670419,Malique,Ziegler
678521,Chris,Burke
NA,Nathan,Flannery
465590,Eddie,De La Cruz
NA,Just,van den Ouweelen
NA,Adam,Beach
459893,Brandon,Alford
NA,Joe,Cooney
801289,Hayden,Smith
NA,Matt,Spencer
NA,Johnathan,Castaneda
690719,Freddie,Erlandson
606267,Mayke,Reyes
491629,Joelmy,Campusano
489325,George,Snyder
682959,Angel,Bautista
699189,Sam,Golden
572355,Richard,Calcano
NA,Jared,Piper
530290,Michael,Hass
686403,Luis,Lopez
691852,Carlos,Herrera
805190,Camden,Sos
NA,Hyeon-Cheol,Ryu
641541,Jon,Duplantier
701299,Ty,Bothwell
808158,Angel,Liranzo
661732,Tyler,Brown
446775,Colby,Hughes
NA,Brian,Dowling
NA,Koehn,Thomas
605502,Nico,Taylor
NA,Gi Nam,Kim
NA,Lorenzo,Miglianti
456387,Ryan,Feierabend
461833,Phil,Hughes
579009,Reggie,Taylor
668586,Enrique,Pena
455970,Bob,McCrory
NA,Taylor,Steig
681288,Will,Levine
NA,Jake,Swenson
672743,Luis,Rojas
809631,Caleb,Castle
NA,Patrick,Benn
543389,Jeremy,Kehrt
805039,Henriadam,Brower
NA,Zac,Repinski
458258,Joe,Woerman
503081,Ting-Jen,Yeh
NA,Grant,Davis
NA,Ethan,Bergkamp
446518,Charles,Lawton
822299,Angel,Cortez
NA,Kyle,Agius
446878,Kellen,Ludwig
804883,Payton,Ebbing
626462,Anthony,Piquet
667666,Luke,Alexander
804546,Hoss,Brewer
488743,Will,Brown
685714,Jerry,Lopez
543757,Will,Scott
805978,Derek,Smith
NA,Min Ju,Kim
456535,Pat,Cottrell
448817,Billy,Lockin
571682,Shuhei,Fujiya
NA,Koen,Meershoek
543677,Matt,Ramsey
805144,Riskiel,Tineo
NA,Caden,Kline
803030,Derek,Drees
816211,Eddie,Novoa
489009,Needham,Jones
NA,Cody,Dreis
623270,Beau,Maggi
470390,Alvis,Ojeda
491665,Rafael,Marcano
NA,Philip,Brahana
542675,Luis,Gonzalez
605473,Kyle,Simon
449492,Eric,Ordorica
668670,Jake,Rogers
627696,Todd,McDonald
NA,Joseph,Collazo
NA,Josh,Carpenter
NA,Dylan,Nevar
NA,Tate,Parrish
NA,Austin,Bonnel
813764,Caden,Thompson
458242,Daniel,Moore
543278,Blaine,Hardy
657254,Josh,Rapacz
437572,David,Diaz
801649,Mark,Timmins
NA,Wander,Encarnación
451253,Charles,Talanoa
NA,Ryan,Peltier
642100,Gabe,Speier
642835,Scott,Brattvet
809331,Brian,Sanchez
456869,Ryan,Mahoney
NA,Dong Wook,Seo
NA,Kragen,Kechely
573068,Dusty,Odenbach
454611,Masjid,Khairy
688977,Nick,Marchese
NA,Gabe,Scavone
695669,Mayes,White
686607,Justin,Fall
608339,Zach,Green
NA,Lane,Lusk
NA,Lane,Koetter
808539,Erick,Almonte
642097,Jake,Sparger
815020,Winifer,Castillo
685132,Zach,Clayton
701786,Xavier,Casserilla
NA,Will,Bryant
679648,Jake,Stevenson
667293,David,Sacaria
690136,Adrian,Gomez
NA,Fernando,De La Paz
678534,Rixon,Wingrove
690139,Tyler,Morgan
447630,Chris,Way
671682,Brandon,Laux
NA,Brian,Vickers
682072,Stevie,Ledesma
NA,Drew,Colvin
NA,Joe,Chavarria
NA,Reid,Howard
543642,Kyle,Petter
NA,Rob,Rispoli
NA,Chandler,Palyas
800875,Christian,Becerra
NA,Conor,Maguire
519374,Brandon,Van Riper
660693,Fidel,Mejia
NA,Jonathan,Jimenez
NA,Taylor,Drake
699878,Dom,Lopez
NA,Anthony,Iacomini
571638,James,Dykstra
670547,Miguel,Medrano
NA,Preston,Lyon
NA,Joshua,Longstreth
659085,Alvaro,Rondon
NA,Matt,Dearden
542528,Fernando,Cruzado
518606,Braden,Degamo
667443,Josh,Vidales
663500,Hunter,Parsons
NA,Jake,Wortman
446702,Aaron,Edwards
676888,Manny,Bejerano
NA,Phil,D'Ambrosio
462744,Christian,Valenzuela
NA,Aaron,Hurt
518540,Matt,Cavagnaro
684861,Ed,Jarvis
NA,Sean,Shelly
NA,Jack,Anderson
NA,Nick,Halliday
NA,Mike,Melendez
NA,Chaz,Contreras
NA,Sergio,Lopez
683601,Reyber,Bermudez
642376,Jefry,Yan
641938,Arden,Pabst
573635,Ryan,Doran
NA,Willy,Chang
449176,Steve,Hirschfeld
NA,Kolt,Davis
663742,Blake,Reese
NA,Cameron,Lundmark
674556,Freiquik,Sanchez
NA,Luis,Estrada
445092,Andrew,Tisdale
458125,Gus,Jacobson
450658,Travis,Fuller
801261,Jose,Fernandez
NA,Tyler,Jones
499675,Richard,Dobson
808577,Ethan,Perez
469233,Takumi,Hamaoka
469198,Andrew,Waldie
650372,Francisco,Tena
684078,Samuel,Cruz
NA,Masayoshi,Kato
NA,Peter,Fusek
453246,Richard,Lentz
682946,Gregory,Pereira
688106,Gage,O'Brien
663430,Dan,Scheibe
NA,Kori,Melo
804164,Chris,Diaz
701692,Dalen,Thompson
459897,Andrew,Marcus
634411,Jesus,Delgado
NA,Kang Hoon,Woo
699801,Connor,James
681498,Kevin,Escalante
NA,Keegan,Johnson
810962,Mark,Hindy
823091,Colby,Canales
445481,Troy,Grimmer
NA,Takayuki,Kanamori
542261,Hector,Velazquez
NA,Jacob,Lycan
656935,Brian,Schales
NA,Justin,Kilyk
NA,Billy,Keegan
643498,Anthony,Ray
NA,Rafael,Ramirez
605136,Jay,Baum
543732,Pete,Ruiz
NA,Peter,Werth
NA,Lorenzo,Vassallo
592288,Kent,Emanuel
593688,Luis,Valdez
458097,Carroll,Gaddis
598384,Spencer,Shelton
663409,Luke,Gillingham
676062,Santis,Sanchez
NA,Jimmy,McLaughlin
693522,Jacob,Lamkin
680486,John,Rensel
676722,Marcus,Chiu
